NOME,Ano,IAA,IEG,IPS,IDA,IPP,IPV,IAN,INDE
ALUNO-918,2021,,,,,,,,
ALUNO-919,2021,7.5,3.9,7.5,5.5,7.8,6.8,10,6.517
ALUNO-920,2021,,,,,,,,
ALUNO-921,2021,,,,,,,,
ALUNO-922,2021,8.5,6.7,6.3,5.6,8.5,8.5,10,7.475
ALUNO-923,2021,8,8.3,5,3.9,6.6,5,5,5.91
ALUNO-924,2021,,,,,,,,
ALUNO-925,2021,,,,,,,,
ALUNO-926,2021,9,7.9,5,6.9,7.5,8.1,5,7.219
ALUNO-927,2021,7.4,8.8,7.5,4.7,8.1,8.8,5,7.247
ALUNO-928,2021,,,,,,,,
ALUNO-929,2021,,,,,,,,
ALUNO-930,2021,10,8.3,7.5,9,8,9.3,5,8.355
ALUNO-931,2021,8.5,9.6,6.9,6.6,8.3,8.2,5,7.757
ALUNO-932,2021,10,5.8,7.5,6.4,7.1,6.9,10,7.289
ALUNO-933,2021,,,,,,,,
ALUNO-934,2021,,,,,,,,
ALUNO-935,2021,,,,,,,,
ALUNO-936,2021,,,,,,,,
ALUNO-937,2021,10,8.3,7.5,8.3,8.1,8.4,10,8.581
ALUNO-938,2021,8.8,7.5,6.3,6,7.9,7,5,6.883
ALUNO-939,2021,9.2,5,4.4,7.4,9.1,6.2,5,6.469
ALUNO-940,2021,8.5,8.3,7.5,2.9,7.9,7.1,5,6.557
ALUNO-941,2021,,,,,,,,
ALUNO-942,2021,,,,,,,,
ALUNO-943,2021,,,,,,,,
ALUNO-944,2021,9.2,4.7,5.6,1.3,7.3,3.6,5,4.625
ALUNO-945,2021,8.8,6.4,7.5,9,8.3,8.6,5,7.747
ALUNO-946,2021,7.9,6.1,7.5,7.1,7.5,8.1,10,7.542
ALUNO-947,2021,8.5,8.8,7.5,5.1,8.1,8.1,5,7.31
ALUNO-948,2021,8.3,6.4,7.5,6.2,7.5,7.8,5,6.908
ALUNO-949,2021,,,,,,,,
ALUNO-950,2021,,,,,,,,
ALUNO-951,2021,8.3,7.2,7.5,7,8,7.6,5,7.233
ALUNO-952,2021,,,,,,,,
ALUNO-953,2021,,,,,,,,
ALUNO-954,2021,,,,,,,,
ALUNO-955,2021,,,,,,,,
ALUNO-956,2021,9,7.5,7.5,5.9,7.5,7.6,10,7.604
ALUNO-957,2021,7.5,7.5,7.5,5.3,8.1,7.9,10,7.44
ALUNO-958,2021,7.1,8.1,6.9,7.6,8.1,8.3,5,7.494
ALUNO-959,2021,9,10,7.5,6.1,8.1,9.4,5,8.064
ALUNO-960,2021,,,,,,,,
ALUNO-961,2021,9.5,7.5,6.3,4.2,7.7,7.9,10,7.261
ALUNO-962,2021,,,,,,,,
ALUNO-963,2021,7,9.6,7.5,7.3,8.1,8.8,5,7.885
ALUNO-964,2021,0,5.4,7.5,6.3,8.3,8,5,6.029
ALUNO-965,2021,8.8,6.1,7.5,5,7.5,8.2,10,7.239
ALUNO-966,2021,8,0,7.5,0,2.5,5,5,3.3
ALUNO-967,2021,,,,,,,,
ALUNO-968,2021,,,,,,,,
ALUNO-969,2021,9.5,10,7.5,7.7,8.8,9.9,5,8.596
ALUNO-970,2021,,,,,,,,
ALUNO-971,2021,,,,,,,,
ALUNO-972,2021,9.5,10,7.5,6.6,8.1,9.6,5,8.254
ALUNO-973,2021,6.3,7.9,6.3,2.7,6.9,6.8,5,5.933
ALUNO-974,2021,,,,,,,,
ALUNO-975,2021,,,,,,,,
ALUNO-976,2021,,,,,,,,
ALUNO-977,2021,9,7.1,7.5,5.4,5.8,5.1,5,6.249
ALUNO-978,2021,,,,,,,,
ALUNO-979,2021,,,,,,,,
ALUNO-980,2021,,,,,,,,
ALUNO-981,2021,,,,,,,,
ALUNO-982,2021,,,,,,,,
ALUNO-983,2021,7.9,7.5,7.5,7.2,8.5,9.8,10,8.296
ALUNO-984,2021,9.5,0.4,7.5,1.1,7.2,4.3,5,4.081
ALUNO-985,2021,,,,,,,,
ALUNO-986,2021,8.8,6.4,1.9,6.3,8.3,7.5,5,6.427
ALUNO-987,2021,9,8.3,7.5,6.1,7.2,8.6,10,7.965
ALUNO-988,2021,,,,,,,,
ALUNO-989,2021,0,3.3,7.5,5.8,7.5,6.9,5,5.207
ALUNO-990,2021,,,,,,,,
ALUNO-991,2021,9,5.4,7.5,5.2,7.9,7.7,10,7.107
ALUNO-992,2021,,,,,,,,
ALUNO-993,2021,5.4,3.6,5,6.6,7,6.3,10,6.05
ALUNO-994,2021,9.5,7.5,7.5,7.4,7.5,8.3,5,7.604
ALUNO-995,2021,8,5.8,7.5,0.9,7.7,7.9,5,5.751
ALUNO-996,2021,9,5.8,7.5,5.6,7.3,6.2,10,6.892
ALUNO-997,2021,8.5,10,5,8.6,7.9,9.5,10,8.767
ALUNO-998,2021,,,,,,,,
ALUNO-999,2021,7.9,6.1,4.4,6.4,6.9,7.2,10,6.858
ALUNO-1000,2021,,,,,,,,
ALUNO-1001,2021,9.5,10,7.5,6.9,8.4,10,10,8.931
ALUNO-1002,2021,8.8,8.3,7.5,7.5,7.7,8.1,5,7.693
ALUNO-1003,2021,,,,,,,,
ALUNO-1004,2021,10,10,6.9,6.4,7.8,6.3,5,7.506
ALUNO-1005,2021,,,,,,,,
ALUNO-1006,2021,,,,,,,,
ALUNO-1007,2021,0,1.7,7.5,0.8,7.2,6.5,5,3.752
ALUNO-1008,2021,,,,,,,,
ALUNO-1009,2021,7,10,7.5,6.3,2.5,7.2,10,7.4
ALUNO-1010,2021,8,10,7.5,5.2,7.5,8.1,5,7.449
ALUNO-1011,2021,,,,,,,,
ALUNO-1012,2021,,,,,,,,
ALUNO-1013,2021,9,7.9,7.5,6.1,8.1,7.7,5,7.292
ALUNO-1014,2021,9,8.3,7.5,6.3,8.1,8.7,5,7.636
ALUNO-1015,2021,9.6,8.9,7.5,6.9,7.9,9.1,10,8.475
ALUNO-1016,2021,9,0.8,7.5,1.1,7.5,8.3,5,4.946
ALUNO-1017,2021,8.8,7.2,7.5,5.8,7.9,9.2,10,7.844
ALUNO-1018,2021,,,,,,,,
ALUNO-1019,2021,,,,,,,,
ALUNO-1020,2021,,,,,,,,
ALUNO-1021,2021,,,,,,,,
ALUNO-1022,2021,9,9.2,7.5,1.9,7.7,7.9,10,7.219
ALUNO-1023,2021,9,10,7.5,5.8,7.5,9.2,5,7.896
ALUNO-1024,2021,,,,,,,,
ALUNO-1025,2021,,,,,,,,
ALUNO-1026,2021,9.6,6.1,7.5,5.6,7.1,6.2,10,7.008
ALUNO-1027,2021,7.5,3.9,0,6.8,7.1,5.4,10,5.672
ALUNO-1028,2021,8.4,5.4,7.5,7.1,7.5,7.8,5,6.917
ALUNO-1029,2021,9,7.9,7.5,8.4,9.2,9.7,10,8.782
ALUNO-1030,2021,,,,,,,,
ALUNO-1031,2021,9.5,10,7.5,8.1,7.5,9,10,8.863
ALUNO-1032,2021,10,8.3,7.5,5.1,8.5,8.3,5,7.451
ALUNO-1033,2021,,,,,,,,
ALUNO-1034,2021,8,9.2,7.5,5.8,8.3,9,5,7.679
ALUNO-1035,2021,9.5,7.9,6.9,6,8.8,9.6,5,7.718
ALUNO-1036,2021,,,,,,,,
ALUNO-1037,2021,,,,,,,,
ALUNO-1038,2021,8.3,6.1,0,6.5,8,7.3,10,6.619
ALUNO-1039,2021,,,,,,,,
ALUNO-1040,2021,,,,,,,,
ALUNO-1041,2021,,,,,,,,
ALUNO-1042,2021,,,,,,,,
ALUNO-1043,2021,9.5,10,7.5,6.8,7.5,7.8,10,8.367
ALUNO-1044,2021,9,10,7.5,5.5,7.5,8.8,10,8.25
ALUNO-1045,2021,,,,,,,,
ALUNO-1046,2021,,,,,,,,
ALUNO-1047,2021,,,,,,,,
ALUNO-1048,2021,,,,,,,,
ALUNO-1049,2021,7.9,8.8,7.5,6,8.5,8.1,5,7.457
ALUNO-1050,2021,10,10,7.5,6.9,7.5,9.5,10,8.788
ALUNO-1051,2021,0,1.7,7.5,1.3,6.9,2.9,10,3.599
ALUNO-1052,2021,,,,,,,,
ALUNO-1053,2021,,,,,,,,
ALUNO-1054,2021,,,,,,,,
ALUNO-1055,2021,7.5,4.7,5,4.7,7.7,7.6,10,6.421
ALUNO-1056,2021,,,,,,,,
ALUNO-1057,2021,8.3,5.6,7.5,5.8,8.3,9,10,7.494
ALUNO-1058,2021,,,,,,,,
ALUNO-1059,2021,,,,,,,,
ALUNO-1060,2021,,,,,,,,
ALUNO-1061,2021,,,,,,,,
ALUNO-1062,2021,,,,,,,,
ALUNO-1063,2021,9.5,0,7.5,2.3,7.5,7.5,5,4.9
ALUNO-1064,2021,10,10,0,6.3,5,7.8,5,6.817
ALUNO-1065,2021,9.5,10,7.5,7,7.5,8.3,5,8
ALUNO-1066,2021,6.7,4.7,7.5,5.8,7.3,6.5,10,6.54
ALUNO-1067,2021,9.5,10,7.5,8.1,8.8,9.2,5,8.544
ALUNO-1068,2021,9.2,8.6,7.5,6.8,8.1,7.2,5,7.501
ALUNO-1069,2021,,,,,,,,
ALUNO-1070,2021,9.5,9.6,7.5,5.4,8.3,8.7,5,7.758
ALUNO-1071,2021,9.5,7.1,7.5,5.7,7.3,8.6,5,7.194
ALUNO-1072,2021,9.2,5.3,7.5,4.6,7.5,8.2,10,7.033
ALUNO-1073,2021,8.5,8.3,7.5,5.4,7.5,6.6,5,6.914
ALUNO-1074,2021,,,,,,,,
ALUNO-1075,2021,7.5,7.2,7.5,6.3,7.8,9.4,10,7.859
ALUNO-1076,2021,,,,,,,,
ALUNO-1077,2021,,,,,,,,
ALUNO-1078,2021,9,1.7,8.1,0,7.7,5.7,5,4.45
ALUNO-1079,2021,,,,,,,,
ALUNO-1080,2021,,,,,,,,
ALUNO-1081,2021,,,,,,,,
ALUNO-1082,2021,,,,,,,,
ALUNO-1083,2021,0,2.9,5,0,7.8,5.7,5,3.498
ALUNO-1084,2021,8,9.6,6.9,5.6,7.9,8.2,10,7.954
ALUNO-1085,2021,8.8,7.5,7.5,3.9,7.3,5.5,5,6.234
ALUNO-1086,2021,7.9,10,7.5,6.2,7.5,8.6,5,7.746
ALUNO-1087,2021,8.5,8.8,7.5,5,8.1,8.3,5,7.329
ALUNO-1088,2021,,,,,,,,
ALUNO-1089,2021,9,2.9,7.5,3.6,7.5,7.2,5,5.653
ALUNO-1090,2021,8.5,8.8,7.5,3.7,7.9,9,5,7.179
ALUNO-1091,2021,,,,,,,,
ALUNO-1092,2021,,,,,,,,
ALUNO-1093,2021,7.9,7.2,7.5,5.4,8,6.8,10,7.225
ALUNO-1094,2021,,,,,,,,
ALUNO-1095,2021,10,9.2,8.1,8.9,9.2,9.7,10,9.294
ALUNO-1096,2021,10,8.9,7.5,7.5,8.3,9.7,10,8.814
ALUNO-1097,2021,,,,,,,,
ALUNO-1098,2021,10,10,7.5,5.3,7.5,8.8,10,8.313
ALUNO-1099,2021,10,9.6,6.3,5.9,8.1,8.9,10,8.331
ALUNO-1100,2021,,,,,,,,
ALUNO-1101,2021,,,,,,,,
ALUNO-1102,2021,,,,,,,,
ALUNO-1103,2021,0,2.9,5.6,3.3,6,5.5,5,4
ALUNO-1104,2021,9.5,7.9,7.5,3.6,7.9,7.9,5,6.889
ALUNO-1105,2021,9.5,6.3,6.3,5.5,7.3,7.3,5,6.621
ALUNO-1106,2021,,,,,,,,
ALUNO-1107,2021,10,9.6,7.5,8,7.5,8.5,5,8.217
ALUNO-1108,2021,,,,,,,,
ALUNO-1109,2021,,,,,,,,
ALUNO-1110,2021,9,5.4,7.5,5.1,6.5,7.3,10,6.871
ALUNO-1111,2021,,,,,,,,
ALUNO-1112,2021,8.3,7.2,6.3,6.5,7.8,6.3,10,7.242
ALUNO-1113,2021,,,,,,,,
ALUNO-1114,2021,7.5,4.4,7.5,6.5,6.9,5,10,6.376
ALUNO-1115,2021,0,1.7,6.9,0.4,7.1,6.7,5,3.638
ALUNO-1116,2021,,,,,,,,
ALUNO-1117,2021,9.5,8.3,0,6.8,7.5,7,10,7.129
ALUNO-1118,2021,,,,,,,,
ALUNO-1119,2021,10,5.8,7.5,5.6,7.1,8.2,10,7.383
ALUNO-1120,2021,,,,,,,,
ALUNO-1121,2021,,,,,,,,
ALUNO-1122,2021,8.8,5.8,7.5,8.4,7.8,8.3,10,7.906
ALUNO-1123,2021,7.5,8.6,6.3,7.5,8.3,8.5,5,7.634
ALUNO-1124,2021,7.9,8.6,5.6,6,8.1,8.4,5,7.264
ALUNO-1125,2021,,,,,,,,
ALUNO-1126,2021,7.1,3.3,7.5,4,6.7,4.8,5,5.047
ALUNO-1127,2021,9.2,7.8,6.3,5.5,7.9,7.8,10,7.547
ALUNO-1128,2021,9.2,8.9,5,8.1,8.8,8.9,5,7.961
ALUNO-1129,2021,6.8,7.9,6.9,4.6,7.7,8.1,10,7.261
ALUNO-1130,2021,10,10,7.5,9.5,9.8,9.9,5,9.107
ALUNO-1131,2021,7.1,5.6,7.5,4.1,6.9,6,5,5.774
ALUNO-1132,2021,7.1,8.6,7.5,8,8.3,7.4,5,7.584
ALUNO-1133,2021,,,,,,,,
ALUNO-1134,2021,,,,,,,,
ALUNO-1135,2021,,,,,,,,
ALUNO-1136,2021,8.8,9.2,7.5,8.2,8.8,9.1,5,8.292
ALUNO-1137,2021,,,,,,,,
ALUNO-1138,2021,,,,,,,,
ALUNO-1139,2021,8.8,5.8,7.5,5,7.5,7.3,5,6.497
ALUNO-1140,2021,7.5,6.1,7.5,5.5,7.8,7.2,5,6.545
ALUNO-1141,2021,7.4,5,7.5,6.9,8.1,8.9,5,6.969
ALUNO-1142,2021,,,,,,,,
ALUNO-1143,2021,8.5,10,3.8,6.3,7.5,7.1,5,7.154
ALUNO-1144,2021,,,,,,,,
ALUNO-1145,2021,,,,,,,,
ALUNO-1146,2021,9.6,7.2,7.5,6.1,7.5,8.3,10,7.775
ALUNO-1147,2021,9.6,8.1,7.5,8.9,8.8,8.6,5,8.181
ALUNO-1148,2021,,,,,,,,
ALUNO-1149,2021,9,4.2,7.5,5.4,5,6.3,5,5.825
ALUNO-1150,2021,8,8.8,7.5,5.8,8.3,7.6,5,7.318
ALUNO-1151,2021,0,5.3,7.5,7.8,7.9,6.3,5,5.931
ALUNO-1152,2021,,,,,,,,
ALUNO-1153,2021,,,,,,,,
ALUNO-1154,2021,,,,,,,,
ALUNO-1155,2021,9.5,10,7.5,7.7,8.4,9.8,10,9.048
ALUNO-1156,2021,8.8,5.3,5.6,6.5,7,6.2,10,6.73
ALUNO-1157,2021,7.5,6.7,7.5,7.1,7.5,8.2,10,7.629
ALUNO-1158,2021,,,,,,,,
ALUNO-1159,2021,8.8,8.3,7.5,8.6,8.3,8.4,5,8.014
ALUNO-1160,2021,7.9,5.8,7.5,5.8,8,7.4,10,7.13
ALUNO-1161,2021,7.9,6.1,3.8,6.9,5.8,8.1,5,6.458
ALUNO-1162,2021,,,,,,,,
ALUNO-1163,2021,,,,,,,,
ALUNO-1164,2021,9,5,7.5,6.2,7.5,7.2,5,6.571
ALUNO-1165,2021,7.9,8.6,7.5,7.2,7.7,8.9,5,7.765
ALUNO-1166,2021,0,2.1,6.9,3.5,5.4,5.7,5,3.979
ALUNO-1167,2021,10,6.3,7.5,1.8,6.9,6.2,10,6.294
ALUNO-1168,2021,9.5,9.6,7.5,6.9,8.1,9,5,8.104
ALUNO-1169,2021,,,,,,,,
ALUNO-1170,2021,9.5,1.3,8.1,0,7.3,5.2,5,4.275
ALUNO-1171,2021,8.8,8.9,6.3,9.2,9.2,9.9,10,9.025
ALUNO-1172,2021,,,,,,,,
ALUNO-1173,2021,,,,,,,,
ALUNO-1174,2021,8.3,7.2,3.8,6,6.7,6.3,10,6.775
ALUNO-1175,2021,8,6.3,7.5,2.2,8.4,6.7,5,5.915
ALUNO-1176,2021,9.2,6.9,8.1,8.5,8.4,9.3,5,8.003
ALUNO-1177,2021,,,,,,,,
ALUNO-1178,2021,,,,,,,,
ALUNO-1179,2021,,,,,,,,
ALUNO-1180,2021,,,,,,,,
ALUNO-1181,2021,9,9.6,5.6,7.6,8.1,8.7,5,7.961
ALUNO-1182,2021,7.4,8.3,7.5,4.4,6.6,6.6,10,7.006
ALUNO-1183,2021,8.5,9.2,7.5,6.4,7.5,8.3,5,7.614
ALUNO-1184,2021,,,,,,,,
ALUNO-1185,2021,,,,,,,,
ALUNO-1186,2021,,,,,,,,
ALUNO-1187,2021,,,,,,,,
ALUNO-1188,2021,,,,,,,,
ALUNO-1189,2021,,,,,,,,
ALUNO-1190,2021,8.5,8.8,7.5,6.1,8.1,8.3,5,7.554
ALUNO-1191,2021,7.5,2.5,4.4,1.9,7.1,4.2,10,4.615
ALUNO-1192,2021,,,,,,,,
ALUNO-1193,2021,,,,,,,,
ALUNO-1194,2021,,,,,,,,
ALUNO-1195,2021,9.2,8.6,7.5,7.4,7.9,8.3,10,8.322
ALUNO-1196,2021,9.2,6.9,7.5,6.1,8.3,9,10,7.892
ALUNO-1197,2021,8.3,8.3,7.5,7.8,7.8,7.3,10,8.04
ALUNO-1198,2021,9.5,3.3,5,2.4,6.7,5.3,5,4.814
ALUNO-1199,2021,8.5,8.3,7.5,4.9,7.5,7.7,5,7.025
ALUNO-1200,2021,,,,,,,,
ALUNO-1201,2021,7.1,6.1,5.6,6.5,8.1,7.1,10,7.031
ALUNO-1202,2021,,,,,,,,
ALUNO-1203,2021,,,,,,,,
ALUNO-1204,2021,10,9.6,7.5,6.9,8.3,9.6,10,8.797
ALUNO-1205,2021,8.5,9.2,7.5,5.5,7.3,8.9,10,8.04
ALUNO-1206,2021,8.5,10,7.5,7.6,8.1,9.7,10,8.871
ALUNO-1207,2021,,,,,,,,
ALUNO-1208,2021,,,,,,,,
ALUNO-1209,2021,,,,,,,,
ALUNO-1210,2021,8,10,7.5,6.8,7.5,8,10,8.25
ALUNO-1211,2021,8.4,6.7,7.5,4.8,6.6,6.1,10,6.748
ALUNO-1212,2021,9,4.2,6.3,3.3,7.5,7.2,5,5.703
ALUNO-1213,2021,,,,,,,,
ALUNO-1214,2021,10,10,7.5,3,8.1,9.2,5,7.496
ALUNO-1215,2021,9.5,10,2.5,6.3,7.5,8.4,5,7.401
ALUNO-1216,2021,,,,,,,,
ALUNO-1217,2021,8.8,8.6,7.5,7.6,9.2,9.5,5,8.181
ALUNO-1218,2021,,,,,,,,
ALUNO-1219,2021,7.9,7.5,7.5,7.9,8.6,8.6,10,8.201
ALUNO-1220,2021,,,,,,,,
ALUNO-1221,2021,9,10,7.5,8,9.8,9.4,5,8.618
ALUNO-1222,2021,,,,,,,,
ALUNO-1223,2021,6.8,8.3,8.1,4.7,8.1,6.8,5,6.779
ALUNO-1224,2021,,,,,,,,
ALUNO-1225,2021,,,,,,,,
ALUNO-1226,2021,5.3,8.3,8.1,4.7,8.1,6.8,5,6.621
ALUNO-1227,2021,,,,,,,,
ALUNO-1228,2021,0,0.6,7.5,3.1,6.3,2.5,10,3.603
ALUNO-1229,2021,9.5,5.8,4.4,0.7,8.1,7.9,5,5.588
ALUNO-1230,2021,7.1,8.6,6.9,5.8,8.1,8.1,10,7.714
ALUNO-1231,2021,0,1.7,6.3,3.1,7.5,6.5,5,4.133
ALUNO-1232,2021,0,0.8,7.5,0.9,6.3,2.5,5,2.717
ALUNO-1233,2021,9.6,6.7,5,7.8,7.7,6.5,10,7.416
ALUNO-1234,2021,8.5,6.7,7.5,5.6,7.5,7.2,10,7.229
ALUNO-1235,2021,,,,,,,,
ALUNO-1236,2021,,,,,,,,
ALUNO-1237,2021,6.7,2.2,7.5,2.3,7.1,4.2,5,4.372
ALUNO-1238,2021,,,,,,,,
ALUNO-1239,2021,8.5,5.8,7.5,2,7.3,5.9,5,5.574
ALUNO-1240,2021,7.4,7.9,7.5,4.3,7.9,8.5,5,6.917
ALUNO-1241,2021,,,,,,,,
ALUNO-1242,2021,7.4,4.6,7.5,2.4,8.1,6.6,5,5.507
ALUNO-1243,2021,,,,,,,,
ALUNO-1244,2021,10,8.8,7.5,5.8,7.5,7.4,5,7.389
ALUNO-1245,2021,,,,,,,,
ALUNO-1246,2021,,,,,,,,
ALUNO-1247,2021,,,,,,,,
ALUNO-1248,2021,9.2,3.9,5.6,6.5,7.7,6.1,5,6.047
ALUNO-1249,2021,,,,,,,,
ALUNO-1250,2021,6.7,5.8,6.9,5.8,7.5,7.1,5,6.343
ALUNO-1251,2021,8.8,7.2,6.3,8.1,7.5,7.4,10,7.789
ALUNO-1252,2021,,,,,,,,
ALUNO-1253,2021,,,,,,,,
ALUNO-1254,2021,9.2,5.8,7.5,6.8,7.5,7.2,10,7.379
ALUNO-1255,2021,,,,,,,,
ALUNO-1256,2021,9.2,7.5,7.5,3.6,7.7,6.9,5,6.541
ALUNO-1257,2021,,,,,,,,
ALUNO-1258,2021,,,,,,,,
ALUNO-1260,2021,9,5,7.5,3.9,7.7,7.3,5,6.163
ALUNO-1261,2021,,,,,,,,
ALUNO-1262,2021,,,,,,,,
ALUNO-1263,2021,,,,,,,,
ALUNO-1264,2021,8,4.2,8.1,3.1,7.3,7.3,10,6.254
ALUNO-1265,2021,,,,,,,,
ALUNO-1266,2021,10,3.3,5.6,1.8,6.9,2.8,10,4.817
ALUNO-1267,2021,,,,,,,,
ALUNO-1268,2021,8,7.5,7.5,5,7.5,8.4,5,6.978
ALUNO-1269,2021,,,,,,,,
ALUNO-1270,2021,,,,,,,,
ALUNO-1271,2021,,,,,,,,
ALUNO-1272,2021,,,,,,,,
ALUNO-1273,2021,,,,,,,,
ALUNO-1274,2021,,,,,,,,
ALUNO-1275,2021,9.5,9.6,7.5,7.8,8.3,9.8,5,8.468
ALUNO-1276,2021,,,,,,,,
ALUNO-1277,2021,,,,,,,,
ALUNO-1278,2021,8,4.2,7.5,4.6,6.3,6.2,5,5.671
ALUNO-1279,2021,8.3,1.9,0,3.8,7.3,5.1,10,4.729
ALUNO-1280,2021,,,,,,,,
ALUNO-1281,2021,,,,,,,,
ALUNO-1282,2021,,,,,,,,
ALUNO-1283,2021,,,,,,,,
ALUNO-1284,2021,,,,,,,,
ALUNO-1285,2021,9,10,7.5,5.9,7.7,9.1,10,8.407
ALUNO-1286,2021,10,8.3,7.5,6.5,7.8,7.6,10,8.015
ALUNO-1287,2021,8,10,7.5,5.3,7.5,8.4,5,7.546
ALUNO-1288,2021,8.8,7.2,5.6,5.8,6.7,5.4,10,6.787
ALUNO-1289,2021,8.5,7.9,7.5,4.8,7.9,7.1,5,6.86
ALUNO-1290,2021,,,,,,,,
ALUNO-1291,2021,,,,,,,,
ALUNO-1292,2021,9.6,9.7,7.5,6.7,8.8,8.7,10,8.614
ALUNO-1293,2021,,,,,,,,
ALUNO-1294,2021,,,,,,,,
ALUNO-1295,2021,,,,,,,,
ALUNO-1296,2021,9.5,8.8,7.5,3.5,7.5,7.2,5,6.844
ALUNO-1297,2021,,,,,,,,
ALUNO-1298,2021,10,8.3,7.5,6.4,7.5,7.8,5,7.521
ALUNO-1299,2021,7.1,8.3,7.5,7.2,8.3,7.8,10,7.936
ALUNO-1300,2021,9,8.8,7.5,5.3,7.9,7.8,5,7.297
ALUNO-1301,2021,9.6,7.5,7.5,6,8.3,8.7,10,7.983
ALUNO-1302,2021,0,3.3,7.5,0.6,7.2,5.3,5,3.827
ALUNO-1303,2021,,,,,,,,
ALUNO-1304,2021,,,,,,,,
ALUNO-1305,2021,,,,,,,,
ALUNO-1306,2021,,,,,,,,
ALUNO-1307,2021,7,6.7,7.5,4.8,7.5,7.2,10,6.917
ALUNO-1308,2021,7.1,3.3,2.5,2.3,7.5,7.8,5,4.892
ALUNO-1309,2021,,,,,,,,
ALUNO-1310,2021,9.2,5.3,7.5,3.5,7.5,7.2,10,6.625
ALUNO-1311,2021,,,,,,,,
ALUNO-1312,2021,,,,,,,,
ALUNO-1313,2021,,,,,,,,
ALUNO-1314,2021,,,,,,,,
ALUNO-1315,2021,8.9,3.8,4.4,4.3,5,5.7,5,5.075
ALUNO-1316,2021,,,,,,,,
ALUNO-1317,2021,,,,,,,,
ALUNO-1318,2021,,,,,,,,
ALUNO-1319,2021,6.4,8.3,5,6.3,8.1,8.4,10,7.572
ALUNO-1320,2021,,,,,,,,
ALUNO-1321,2021,,,,,,,,
ALUNO-1322,2021,,,,,,,,
ALUNO-1323,2021,8,8.8,5.6,5.1,7.9,7.9,10,7.518
ALUNO-1324,2021,8.5,8.8,7.5,3.4,7.5,7.1,10,7.186
ALUNO-1325,2021,,,,,,,,
ALUNO-1326,2021,9,3.8,5.6,1.3,6.9,3.7,5,4.396
ALUNO-1327,2021,,,,,,,,
ALUNO-1328,2021,,,,,,,,
ALUNO-1329,2021,,,,,,,,
ALUNO-1330,2021,8.8,8.3,7.5,5.5,7.5,7.3,5,7.117
ALUNO-1331,2021,,,,,,,,
ALUNO-1332,2021,10,10,7.5,6.6,7.5,9.8,10,8.775
ALUNO-1333,2021,,,,,,,,
ALUNO-1334,2021,8.5,10,7.5,7.4,8.1,9.7,10,8.821
ALUNO-1335,2021,0,3.8,7.5,3.4,6.7,4.9,10,4.831
ALUNO-1336,2021,,,,,,,,
ALUNO-1337,2021,,,,,,,,
ALUNO-1338,2021,7.9,2.1,7.5,5.2,7.7,8.7,10,6.511
ALUNO-1339,2021,,,,,,,,
ALUNO-1340,2021,,,,,,,,
ALUNO-1341,2021,,,,,,,,
ALUNO-1342,2021,,,,,,,,
ALUNO-1343,2021,10,1.3,5.6,1.3,6.9,3.7,5,3.996
ALUNO-1344,2021,9.5,5.8,5.6,2,8.1,7.6,2.5,5.664
ALUNO-1345,2021,9,6.7,7.5,4.9,7.2,7.1,5,6.606
ALUNO-1346,2021,,,,,,,,
ALUNO-1347,2021,,,,,,,,
ALUNO-1348,2021,7.5,8.6,6.3,6.9,7.5,8.5,5,7.422
ALUNO-1349,2021,,,,,,,,
ALUNO-1,2022,,,,,,,,
ALUNO-2,2022,10.00002,7.581705099,7.5,8.816666667,5.625,7.916665,5,7.675509353
ALUNO-3,2022,,,,,,,,
ALUNO-4,2022,10.00002,8.071428571,7.5,5.083333333,6.25,8.055553333,5,7.117065048
ALUNO-5,2022,6.41668,8.557504873,7.5,7.083333333,6.458333333,7.833336667,5,7.232336308
ALUNO-6,2022,9.00002,9.333333333,7.5,5.5,6.25,7.5,10,7.741668667
ALUNO-7,2022,10.00002,9.314954052,7.5,5.583333333,5.9375,7.91667,5,7.406743477
ALUNO-8,2022,9.16668,8.268065268,5,7.144444444,7.65625,7.6250025,5,7.289795443
ALUNO-9,2022,9.00002,6.82037769,5,2.133333333,3.75,5.50001,10,5.665746205
ALUNO-10,2022,,,,,,,,
ALUNO-11,2022,8.00002,9.198412698,7.5,9.833333333,7.083333333,9.50001,5,8.46468654
ALUNO-12,2022,,,,,,,,
ALUNO-13,2022,,,,,,,,
ALUNO-14,2022,,,,,,,,
ALUNO-15,2022,,,,,,,,
ALUNO-16,2022,8.50002,9.338624339,6.875,6.333333333,4.791666667,6.72222,5,6.995504201
ALUNO-17,2022,9.50002,6.647869674,7.5,5.5,5.9375,7.5,5,6.723325935
ALUNO-18,2022,0,6.287640056,8.125,5.222222222,7.8125,7.2499975,5,5.845721956
ALUNO-19,2022,10.00002,9.054621849,7.5,7.466666667,6.666666667,8.111113333,5,7.843149036
ALUNO-20,2022,10.00002,9.552042161,7.5,8.466666667,5.625,8.5,10,8.616243765
ALUNO-21,2022,7.91667,5.649085968,5,5.166666667,7.03125,6.222216667,2.5,5.65238586
ALUNO-22,2022,8.00002,8.982056591,7.5,9.25,4.6875,7.166665,10,8.098496318
ALUNO-23,2022,8.00002,7.798696346,7.5,9.25,6.5625,8.333335,5,7.782658269
ALUNO-24,2022,10.00002,9.320987654,6.875,6.75,6.458333333,8.61112,10,8.269756864
